,WKT,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,ENDO,COAST,ORDER,SORT,PFAF_1,PFAF_2,PFAF_3,PFAF_4,PFAF_5,PFAF_6,PFAF_7,PFAF_8,PFAF_9,PFAF_10,PFAF_11,PFAF_12
1039,"MULTIPOLYGON (((8.7625 47.0041666666667,8.75833333333335 47.0041666666667,8.7561228434245 47.0047339545356,8.75221048990888 47.0077660454644,8.7436228434245 47.0089006212023,8.73820427788631 47.0134195963542,8.73679148356122 47.024112616645,8.7311228434245 47.025567287869,8.72708333333335 47.0286980523004,8.72304382324221 47.025567287869,8.7075866699219 47.0244327121311,8.70221048990888 47.0285993787978,8.6936228434245 47.0297339545356,8.68811272515193 47.0343292236328,8.6869327121311 47.059270562066,8.69526604546443 47.0686228434245,8.69640062120228 47.0801262749566,8.68657073974611 47.0909637451172,8.67695617675783 47.0922339545356,8.67304382324221 47.0952660454644,8.66445617675783 47.0964006212023,8.66054382324221 47.0994327121311,8.65833333333335 47.1,8.6586866590712 47.12742445204,8.66631334092884 47.1350755479601,8.66701999240454 47.1392157660591,8.6586866590712 47.1475755479601,8.65833333333335 47.1541666666667,8.66887715657554 47.1547339545356,8.67278951009117 47.1577660454644,8.68137715657554 47.1589006212023,8.68528951009117 47.1619327121311,8.72825012207033 47.1630954318577,8.72916666666669 47.1666666666667,8.72916666666669 47.1791666666667,8.73992445203995 47.1788133409288,8.74340888129342 47.1753533257379,8.77742445203995 47.1746466742622,8.78090888129342 47.1711866590712,8.79409111870662 47.1704800075955,8.79757554796009 47.1670199924045,8.80659111870662 47.1663133409288,8.81424221462676 47.1586866590712,8.82083333333336 47.1583333333334,8.82160474989151 47.1507714165582,8.83699866400827 47.1492011176216,8.84519042968752 47.139634874132,8.84655388726131 47.1174326578776,8.85203179253475 47.1131429036459,8.85812208387589 47.1113091362848,8.87019042968752 47.0979682074653,8.87147623697919 47.0936984592014,8.88814290364586 47.0757507324219,8.88685709635419 47.0520317925347,8.88397623697919 47.0479682074653,8.88333333333336 47.0416666666667,8.88001742892797 47.0408159044054,8.87916666666669 47.0375,8.87881334092884 47.0350755479601,8.86285332573787 47.0190911187066,8.86214667426218 47.0142422146268,8.8586866590712 47.0107577853733,8.85833333333336 47.0041666666667,8.84757554796009 47.0045199924045,8.84409111870662 47.0079800075955,8.83578711615671 47.0086866590712,8.83159111870662 47.0045199924045,8.81007554796009 47.0038133409288,8.80659111870662 47.0003533257379,8.77745378282337 46.9996466742622,8.77325778537329 47.0038133409288,8.7625 47.0041666666667)))",2001164940,2000498150,2000023010,2000023010,1036.1,1036.1,245.5,245.5,0,0,4,34018,2,23,232,2326,23268,232680,2326802,23268020,232680202,2326802022,23268020220,232680202200
1040,"MULTIPOLYGON (((9.07083333333336 47.1291666666667,9.06666666666669 47.1291666666667,9.06581590440541 47.1258507622613,9.0625 47.125,9.05506625705297 47.1243387858073,9.05331590440541 47.117517428928,9.04778951009117 47.1160993787978,9.03971048990888 47.1089006212023,9.03675333658857 47.1077660454644,9.03137715657554 47.1119327121311,9.0186228434245 47.113067287869,9.01471048990888 47.1160993787978,8.97083333333336 47.1166666666667,8.97017788357207 47.1312889946832,8.96212938096791 47.1407504611545,8.9520443386502 47.142322116428,8.94795566134985 47.1451778835721,8.94371100531686 47.1464887830946,8.93962232801652 47.1493445502387,8.93537767198353 47.1506554497613,8.93128899468318 47.1535112169054,8.90906236436634 47.1549045138889,8.90767788357207 47.1794125027127,8.91184455023874 47.1853776719835,8.91315544976131 47.1990139431424,8.89975416395402 47.2006554497613,8.89378899468318 47.1964887830946,8.88725416395402 47.1951778835721,8.88128899468318 47.1993445502387,8.8770443386502 47.2006554497613,8.87295566134985 47.2035112169054,8.85938551161027 47.2049253675673,8.85833333333336 47.2083333333334,8.85895080566408 47.227160135905,8.86283094618058 47.2324718899197,8.8729936387804 47.2339509752062,8.87700636121964 47.2368823581272,8.88966030544707 47.2381176418729,8.89367302788631 47.2410490247939,8.90632697211374 47.2422843085395,8.91033969455297 47.2452156914605,8.9229936387804 47.2464509752062,8.92700636121964 47.2493823581272,8.940864054362 47.2507351345486,8.94228413899742 47.2604934692383,8.94521586100263 47.2645065307618,8.94645080566409 47.2688268025716,8.95011393229169 47.2738411797418,8.95756496853301 47.2759716457791,8.95895080566409 47.2854934692383,8.96604919433596 47.2936731974284,8.96666666666669 47.2958333333334,8.9675723605686 47.2993623521593,8.98554382324221 47.300567287869,8.9936228434245 47.3077660454644,8.99583333333336 47.3083333333334,8.99804382324221 47.3077660454644,9.0061228434245 47.300567287869,9.01987338595923 47.2993440416124,9.02556728786895 47.2925167507596,9.0244327121311 47.2894561767578,9.02026604546443 47.2840799967448,9.02140062120228 47.2811228434245,9.0244327121311 47.2772104899089,9.02588738335506 47.2715418497722,9.03661261664499 47.2701248168946,9.03806728786895 47.2644561767578,9.04109937879777 47.2605438232422,9.04237094455297 47.2509194268121,9.04914991590714 47.2452660454644,9.06471048990888 47.2464006212023,9.0700866699219 47.250567287869,9.08243679470489 47.2493262396919,9.08418409559464 47.2425175984701,9.08971048990888 47.2410993787978,9.0936228434245 47.238067287869,9.0996039496528 47.2365322536893,9.10359937879777 47.2313771565755,9.10473395453561 47.2227895100912,9.10786471896704 47.21875,9.10359937879777 47.2132466634115,9.10517340766062 47.209144253201,9.11164923773874 47.20748240153,9.11306728786895 47.2019561767578,9.11609937879777 47.1980438232422,9.11723395453562 47.1936228434245,9.12026604546443 47.1897104899089,9.12083333333336 47.1833333333334,9.11840888129343 47.1829800075955,9.11492445203995 47.1795199924045,9.11007554796009 47.1788133409288,9.10659111870662 47.1753533257379,9.10174221462676 47.1746466742622,9.09409111870662 47.1670199924045,9.08924221462676 47.1663133409288,9.08369140625002 47.1607901679145,9.08298000759551 47.1559088812934,9.07118665907121 47.1440911187066,9.07083333333336 47.1291666666667)))",2000502940,2001164340,2000023010,2000023010,1036.2,1036.2,238.8,1368.7,0,0,3,34019,2,23,232,2326,23268,232680,2326802,23268020,232680205,2326802050,23268020500,232680205000
1041,"MULTIPOLYGON (((8.87916666666669 47.0375,8.88001742892797 47.0408159044054,8.88333333333336 47.0416666666667,8.88397623697919 47.0479682074653,8.88685709635419 47.0520317925347,8.88814290364586 47.0757507324219,8.87147623697919 47.0936984592014,8.87019042968752 47.0979682074653,8.85812208387589 47.1113091362848,8.85203179253475 47.1131429036459,8.84655388726131 47.1174326578776,8.84519042968752 47.139634874132,8.83699866400827 47.1492011176216,8.82160474989151 47.1507714165582,8.82083333333336 47.1583333333334,8.83137715657554 47.1589006212023,8.83945617675784 47.1660993787978,8.84498257107207 47.1675175984701,8.84640062120228 47.1730438232422,8.8494327121311 47.1769561767578,8.85085076226131 47.18248240153,8.85735609266495 47.1841518825955,8.85890062120228 47.1884372287327,8.85046183268231 47.1979078504775,8.85359937879777 47.2019561767578,8.85416666666669 47.2041666666667,8.85416666666669 47.2083333333334,8.85833333333336 47.2083333333334,8.85938551161027 47.2049253675673,8.87295566134985 47.2035112169054,8.8770443386502 47.2006554497613,8.88128899468318 47.1993445502387,8.88725416395402 47.1951778835721,8.89378899468318 47.1964887830946,8.89975416395402 47.2006554497613,8.91315544976131 47.1990139431424,8.91184455023874 47.1853776719835,8.90767788357207 47.1794125027127,8.90906236436634 47.1549045138889,8.93128899468318 47.1535112169054,8.93537767198353 47.1506554497613,8.93962232801652 47.1493445502387,8.94371100531686 47.1464887830946,8.94795566134985 47.1451778835721,8.9520443386502 47.142322116428,8.96212938096791 47.1407504611545,8.97017788357207 47.1312889946832,8.97083333333336 47.1166666666667,8.97021416558162 47.105157131619,8.96471048990888 47.1005672878689,8.95872938368058 47.0990322536893,8.95359937879777 47.0924133300782,8.95517340766061 47.0883110894097,8.96306728786895 47.0862850613064,8.9619327121311 47.0769561767578,8.95056728786895 47.0647104899089,8.9494327121311 47.0602895100912,8.94640062120228 47.0563771565756,8.94498257107207 47.0508507622613,8.93945617675784 47.0494327121311,8.93554382324221 47.0464006212023,8.92695617675784 47.0452660454644,8.92304382324221 47.0422339545356,8.91028951009117 47.0410993787978,8.90637715657554 47.0380672878689,8.87916666666669 47.0375)))",2000503040,2001164340,2000023010,2000023010,1036.3,1036.3,112.5,112.6,0,0,4,34020,2,23,232,2326,23268,232680,2326802,23268020,232680204,2326802040,23268020400,232680204000
1044,"MULTIPOLYGON (((8.4625 46.9791666666667,8.46316121419273 46.9866004096137,8.46666666666669 46.9875,8.46666666666669 46.9916666666667,8.4625 46.9916666666667,8.46214667426217 46.9940911187066,8.45661977132163 46.9996456570096,8.4357871161567 47.0003533257379,8.43159111870662 46.9961866590712,8.39340888129342 46.9954800075955,8.38992445203995 46.9920199924045,8.3875 46.9916666666667,8.37993808322484 46.9924380832249,8.37852393256295 47.0063015407986,8.37478061252172 47.0115810818143,8.36453162299264 47.0131429036459,8.35959489610462 47.0166432698568,8.35833333333335 47.0208333333334,8.35890062120228 47.0230438232422,8.36193271213109 47.0269561767578,8.36306728786894 47.0465799967448,8.35806867811417 47.0530293782552,8.36471048990887 47.0547339545356,8.3686228434245 47.0577660454644,8.37304382324221 47.0589006212023,8.37695617675783 47.0619327121311,8.38137715657554 47.063067287869,8.38653225368926 47.0670627170139,8.3875 47.0708333333334,8.39387715657554 47.0714006212023,8.39778951009117 47.0744327121311,8.4033157348633 47.0758507622613,8.40416666666669 47.0791666666667,8.40637715657554 47.0797339545356,8.41028951009116 47.0827660454644,8.41887715657554 47.0839006212023,8.43234524197051 47.0964006212023,8.45325826009116 47.095206366645,8.45473395453561 47.0894561767578,8.4619327121311 47.0813771565755,8.46306728786894 47.0769561767578,8.46609937879776 47.0730438232422,8.46723395453561 47.0686228434245,8.47026604546443 47.0647104899089,8.47154184977216 47.0550540500217,8.475 47.0541666666667,8.47566121419273 47.0467329237196,8.48137715657554 47.0452660454644,8.49778951009117 47.0297339545356,8.50221048990887 47.0285993787978,8.5061228434245 47.025567287869,8.51666666666669 47.025,8.51609937879776 47.0227895100912,8.51306728786894 47.0188771565755,8.51179572211374 47.0092529296875,8.50637715657554 47.0047339545356,8.50195617675783 47.0035993787978,8.49804382324221 47.000567287869,8.48429311116538 46.9993442111545,8.47973395453561 46.9938771565756,8.4782670762804 46.9881612141927,8.47083333333335 46.9875,8.47083333333335 46.9833333333334,8.46840888129342 46.9829800075955,8.46492445203995 46.9795199924045,8.4625 46.9791666666667)))",2000507640,2000506740,2000023010,2000023010,1040.1,1040.1,87.9,1756.5,0,0,3,34023,2,23,232,2326,23268,232680,2326804,23268047,232680470,2326804701,23268047010,232680470100
1045,"MULTIPOLYGON (((8.3375 46.8958333333334,8.33507554796009 46.8961866590712,8.33159111870662 46.8996466742622,8.32674221462675 46.9003533257379,8.31075778537328 46.9163133409288,8.30590888129342 46.9170199924045,8.30242445203995 46.9204800075955,8.29757554796009 46.9211866590712,8.29374932183162 46.9249860975478,8.28575778537328 46.9170199924045,8.28090888129342 46.9163133409288,8.27742445203995 46.9128533257379,8.2732871161567 46.9121466742622,8.26909111870662 46.9163133409288,8.26666666666669 46.9166666666667,8.26666666666669 46.9208333333334,8.2659618801541 46.932554796007,8.25348120795358 46.9339636908637,8.24381425645618 46.9256303575304,8.22285241021052 46.9243696424696,8.21881425645618 46.9214636908637,8.21035241021052 46.920202975803,8.20631425645618 46.9172970241971,8.20201907687719 46.9160363091363,8.19798092312285 46.9131303575304,8.19583333333335 46.9125,8.16840888129342 46.9121466742622,8.16492445203995 46.9086866590712,8.16007554796009 46.9079800075955,8.15242445203995 46.9003533257379,8.14757554796009 46.8996466742622,8.14409111870661 46.8961866590712,8.13162044949003 46.8954800075955,8.12742445203995 46.8996466742622,8.12083333333335 46.9,8.12140062120227 46.9022104899089,8.14236280653214 46.924109225803,8.1480438232422 46.925567287869,8.1561228434245 46.9327660454644,8.16183878580731 46.9342329237196,8.16306728786894 46.9480438232422,8.16609937879776 46.9519561767578,8.16666666666668 46.9625,8.1730438232422 46.963067287869,8.17695617675783 46.9660993787978,8.18137715657554 46.9672339545356,8.18528951009116 46.9702660454644,8.20491333007814 46.9714006212023,8.21028951009116 46.9672339545356,8.21324666341147 46.9660993787978,8.2186228434245 46.9702660454644,8.24387715657554 46.9714006212023,8.24778951009116 46.9744327121311,8.25443132188587 46.9761372884115,8.25056728786894 46.9811228434245,8.25 46.9833333333334,8.25091976589628 46.9869171142578,8.26028951009116 46.9952660454644,8.26595815022788 46.9967207166884,8.26723395453561 47.0063771565755,8.27026604546443 47.0102895100912,8.27173682318795 47.0160210503472,8.28528951009116 47.0285993787978,8.30221048990887 47.0297339545356,8.30758666992189 47.0339006212023,8.31471048990887 47.0327660454644,8.3186228434245 47.0297339545356,8.32429148356122 47.0282792833117,8.3257042778863 47.0175862630209,8.3312454223633 47.0129652235243,8.33528951009117 47.0160993787978,8.34804382324221 47.0172339545356,8.35195617675783 47.0202660454644,8.35416666666669 47.0208333333334,8.35833333333335 47.0208333333334,8.35959489610462 47.0166432698568,8.36453162299264 47.0131429036459,8.37478061252172 47.0115810818143,8.37852393256295 47.0063015407986,8.37993808322484 46.9924380832249,8.3875 46.9916666666667,8.38648579915366 46.9882978651259,8.37703162299264 46.9868570963542,8.3729683770074 46.9839762369792,8.36869828965931 46.9826904296875,8.36463504367406 46.9798095703125,8.35834859212241 46.9779168023004,8.36314273410375 46.9711551242405,8.3618121676975 46.9341132269966,8.34612257215714 46.932512749566,8.34102393256295 46.9253217909071,8.34230940077042 46.9186984592014,8.34522722032337 46.9145833333334,8.34230940077042 46.9104682074653,8.34102393256295 46.9061984592014,8.33814273410375 46.902134874132,8.3375 46.8958333333334)))",2000507730,2000506740,2000023010,2000023010,1040.2,1040.2,143.2,442.2,0,0,4,34024,2,23,232,2326,23268,232680,2326804,23268046,232680460,2326804601,23268046010,232680460100
1047,"MULTIPOLYGON (((9.20416666666669 47.6,9.19783969455298 47.6006176418729,9.19382697211374 47.6035490247939,9.18412746853301 47.6049608018664,9.18256496853301 47.6156950208876,9.17700636121964 47.6172843085395,9.17299363878041 47.6202156914605,9.16033969455298 47.6214509752062,9.15632697211374 47.6243823581272,9.14367302788631 47.6256176418729,9.13966030544707 47.6285490247939,9.11867302788631 47.6297843085395,9.11466030544707 47.6327156914605,9.10200636121964 47.6339509752062,9.09799363878041 47.6368823581272,9.08117302788631 47.6381176418729,9.07716030544707 47.6410490247939,9.07283969455298 47.6422843085395,9.06882697211374 47.6452156914605,9.05617302788631 47.6464509752062,9.05216030544707 47.6493823581272,9.05 47.65,9.01666666666669 47.65,9.01666666666669 47.6791666666667,9.01666666666669 47.6833333333334,9.01666666666669 47.6875,9.02304382324221 47.688067287869,9.02819892035593 47.6920625474718,9.03001742892797 47.6991490681966,9.03554382324221 47.700567287869,9.03945617675784 47.7035993787978,9.046770562066 47.7047339545356,9.0561228434245 47.6964006212023,9.06471048990888 47.6952660454644,9.0686228434245 47.6922339545356,9.07721048990888 47.6910993787978,9.0811228434245 47.688067287869,9.09804382324221 47.6869327121311,9.10195617675784 47.6839006212023,9.10518358018666 47.6827660454644,9.12434590657555 47.7009809705946,9.12556728786895 47.7147104899089,9.13276604546443 47.7227895100912,9.13333333333336 47.725,9.14409111870662 47.7246466742622,9.15174221462676 47.7170199924045,9.1625 47.7166666666667,9.16306728786895 47.7144561767578,9.16609937879777 47.7105438232422,9.16736958821617 47.7009292602539,9.17695617675784 47.6922339545356,9.18248257107207 47.6908157348633,9.18423292371964 47.6839945475261,9.19910040961374 47.6826721191407,9.20096774631079 47.6753958808052,9.2061228434245 47.6714006212023,9.21054382324221 47.6702660454644,9.21445617675784 47.6672339545356,9.22025044759117 47.6657469007704,9.22859937879777 47.6563771565756,9.22916666666669 47.65,9.22916666666669 47.6458333333334,9.22562357584638 47.6449240790473,9.2244327121311 47.6227895100912,9.22140062120228 47.6188771565756,9.22026604546443 47.6144561767578,9.20768771701391 47.6009034898546,9.20416666666669 47.6)))",2000489910,2000490080,2000023010,2000023010,1041.9,1041.9,113.4,10962.4,0,0,1,34026,2,23,232,2326,23269,232690,2326905,23269051,232690515,2326905150,23269051500,232690515000
1048,"MULTIPOLYGON (((9.01666666666669 47.6833333333334,9.01445617675784 47.6839006212023,9.00930107964412 47.6878958808052,9.00742051866322 47.6952236599393,8.97842000325523 47.6964006212023,8.97304382324221 47.6922339545356,8.96028951009117 47.6910993787978,8.95637715657555 47.688067287869,8.92204827202693 47.6869327121311,8.92083333333336 47.6916666666667,8.9211866590712 47.6940911187066,8.92881334092884 47.7017422146268,8.92916666666669 47.7375,8.92982211642797 47.7396223280165,8.93267788357207 47.7437110053169,8.93414577907988 47.7531309339736,8.94159138997398 47.7554300944011,8.94934455023874 47.7645443386502,8.95065544976131 47.7687889946832,8.95482211642797 47.774754163954,8.9535112169054 47.7854556613499,8.94973178439673 47.7908662584093,8.9625 47.7916666666667,8.9637149386936 47.7869327121311,8.99387715657554 47.788067287869,8.99792548285593 47.7912048339844,9.0061228434245 47.7839006212023,9.01054382324221 47.7827660454644,9.01592000325523 47.7785993787978,9.03137715657554 47.7797339545356,9.03675333658857 47.7839006212023,9.03971048990888 47.7827660454644,9.04778951009117 47.775567287869,9.05221048990888 47.7744327121311,9.0561228434245 47.7714006212023,9.06054382324221 47.7702660454644,9.06445617675784 47.7672339545356,9.07304382324221 47.7660993787978,9.07695617675784 47.763067287869,9.08248257107207 47.7616490681966,9.08425292968752 47.7547495524089,9.09489610460072 47.7452660454644,9.09804382324221 47.7464006212023,9.10342000325523 47.750567287869,9.10637715657555 47.7494327121311,9.11028951009117 47.7464006212023,9.11994594997832 47.7451248168946,9.12140062120228 47.7394561767578,9.13276604546443 47.7272104899089,9.13333333333336 47.725,9.13276604546443 47.7227895100912,9.12556728786895 47.7147104899089,9.12434590657555 47.7009809705946,9.10518358018666 47.6827660454644,9.10195617675784 47.6839006212023,9.09804382324221 47.6869327121311,9.0811228434245 47.688067287869,9.07721048990888 47.6910993787978,9.0686228434245 47.6922339545356,9.06471048990888 47.6952660454644,9.0561228434245 47.6964006212023,9.046770562066 47.7047339545356,9.03945617675784 47.7035993787978,9.03554382324221 47.700567287869,9.03001742892797 47.6991490681966,9.02819892035593 47.6920625474718,9.02304382324221 47.688067287869,9.01666666666669 47.6875,9.01666666666669 47.6833333333334)))",2000489740,2000490080,2000023010,2000023010,1042.0,1042.0,128.6,420.3,0,0,2,34027,2,23,232,2326,23269,232690,2326905,23269051,232690514,2326905141,23269051410,232690514100
1049,"MULTIPOLYGON (((7.4125 47.1083333333334,7.41036512586808 47.1089762369792,7.40542839898006 47.1124766031901,7.40352376302086 47.1188015407986,7.40064290364586 47.1228651258681,7.39910719129777 47.137920803494,7.38958808051218 47.1297695583768,7.3854682074653 47.1326904296875,7.37884487575958 47.1339762369792,7.3729682074653 47.1298095703125,7.36036512586808 47.1285237630209,7.3551459418403 47.1248233371311,7.35352376302086 47.1354682074653,7.35002339680992 47.1404049343533,7.34583333333336 47.1416666666667,7.34583333333336 47.1458333333334,7.34486151801218 47.1492316351997,7.33412746853301 47.1507941351997,7.33260057237416 47.1612838745117,7.32869737413197 47.1631176418729,7.32299363878041 47.1589509752062,7.31033969455298 47.1577156914605,7.30216030544707 47.1506174723308,7.28533969455298 47.1493825276693,7.28132697211374 47.1464508056641,7.27916666666669 47.1458333333334,7.27859937879777 47.1688771565755,7.27556728786895 47.1727895100912,7.2744327121311 47.1813771565756,7.27056884765628 47.1863628811307,7.27721048990888 47.188067287869,7.28528951009117 47.1952660454644,7.29387715657555 47.1964006212023,7.29778951009117 47.1994327121311,7.31887715657555 47.2005672878689,7.32278951009117 47.2035993787978,7.34387715657555 47.2047339545356,7.34778951009117 47.2077660454644,7.35221048990888 47.2089006212023,7.35612284342451 47.2119327121311,7.36054382324221 47.213067287869,7.36601087782121 47.2176264444987,7.36666666666669 47.225,7.38554382324221 47.225567287869,7.38945617675784 47.2285993787978,7.39387715657555 47.2297339545356,7.39778951009117 47.2327660454644,7.41471048990888 47.2339006212023,7.41862284342451 47.2369327121311,7.42721048990888 47.238067287869,7.43112284342451 47.2410993787978,7.44804382324222 47.2422339545356,7.45208333333336 47.2453645494249,7.45612284342451 47.2422339545356,7.45907999674482 47.2410993787978,7.46445617675784 47.2452660454644,7.47826707628041 47.2464945475261,7.47916666666669 47.25,7.48992445203996 47.2503533257379,7.49340888129343 47.2538133409289,7.52325778537329 47.2545199924045,7.52674221462676 47.2579800075955,7.53333333333336 47.2583333333334,7.54922112358944 47.2576354980469,7.55077141655819 47.2424380832249,7.56583082411027 47.2409018622505,7.56730957031253 47.2311982896593,7.57435709635419 47.2229683770074,7.575 47.2208333333334,7.575 47.2125,7.57430114746097 47.1969041612413,7.56871100531687 47.1951778835721,7.56458333333336 47.1922948201498,7.56041293674048 47.1952078925239,7.55212232801652 47.1881554497613,7.5395443386502 47.1868445502387,7.53545566134985 47.1839887830946,7.5270443386502 47.1826778835721,7.52295566134985 47.179822116428,7.5145443386502 47.1785112169054,7.51045566134985 47.1756554497613,7.50621100531687 47.1743445502387,7.50212232801652 47.1714887830946,7.49371100531687 47.1701778835721,7.48962232801652 47.167322116428,7.48121100531687 47.1660112169054,7.47712232801652 47.1631554497613,7.47287767198353 47.1618445502387,7.46878899468319 47.1589887830946,7.45621100531687 47.1576778835721,7.45212232801652 47.154822116428,7.44787767198353 47.1535112169054,7.44378899468319 47.1506554497613,7.43684455023874 47.1485110812717,7.43825717502173 47.1298668755426,7.45833333333336 47.1291666666667,7.45797526041669 47.1267096625434,7.45242445203996 47.1211866590712,7.4475755479601 47.1204800075955,7.44409111870663 47.1170199924045,7.4350755479601 47.1163133409288,7.43159111870662 47.1128533257379,7.4225755479601 47.1121466742622,7.41909111870662 47.1086866590712,7.4125 47.1083333333334)))",2000502730,2000502520,2000023010,2000023010,1042.9,1042.9,194.0,8397.3,0,0,2,34028,2,23,232,2326,23268,232680,2326805,23268059,232680590,2326805901,23268059010,232680590100
1050,"MULTIPOLYGON (((7.45833333333336 47.1291666666667,7.43825717502173 47.1298668755426,7.43684455023874 47.1485110812717,7.44378899468319 47.1506554497613,7.44787767198353 47.1535112169054,7.45212232801652 47.154822116428,7.45621100531687 47.1576778835721,7.46878899468319 47.1589887830946,7.47287767198353 47.1618445502387,7.47712232801652 47.1631554497613,7.48121100531687 47.1660112169054,7.48962232801652 47.167322116428,7.49371100531687 47.1701778835721,7.50212232801652 47.1714887830946,7.50621100531687 47.1743445502387,7.51045566134985 47.1756554497613,7.5145443386502 47.1785112169054,7.52295566134985 47.179822116428,7.5270443386502 47.1826778835721,7.53545566134985 47.1839887830946,7.5395443386502 47.1868445502387,7.55212232801652 47.1881554497613,7.56041293674048 47.1952078925239,7.56458333333336 47.1922948201498,7.56871100531687 47.1951778835721,7.57430114746097 47.1969041612413,7.575 47.2125,7.5791666666667 47.2125,7.58038160536027 47.2172339545356,7.59073689778649 47.2159745958117,7.59640062120229 47.2091834174262,7.59522399902347 47.1800794813368,7.58810763888892 47.1782533433703,7.58689236111114 47.1467468261719,7.57859937879777 47.1446183946398,7.57973395453562 47.1269561767578,7.58287150065107 47.1229078504775,7.57556728786895 47.1147104899089,7.575 47.0958333333334,7.57278951009117 47.0964006212023,7.56887715657555 47.0994327121311,7.56320834689673 47.1008873833551,7.5619327121311 47.1105438232422,7.55056728786895 47.1227895100912,7.54937642415367 47.1449242485894,7.54362284342451 47.1464006212023,7.53971048990888 47.1494327121311,7.5375 47.15,7.5375 47.1541666666667,7.53090888129343 47.1538133409288,7.51909111870663 47.1420199924045,7.50174221462676 47.1413133409288,7.49825778537329 47.1378533257379,7.49340888129343 47.1371466742622,7.48992445203996 47.1336866590712,7.4850755479601 47.1329800075955,7.48159111870662 47.1295199924045,7.46840888129343 47.1288133409289,7.46458333333336 47.1250145806207,7.46075778537329 47.1288133409289,7.45833333333336 47.1291666666667)))",2000502840,2000502520,2000023010,2000023010,1043.1,1043.1,59.2,981.0,0,0,3,34029,2,23,232,2326,23268,232680,2326805,23268058,232680581,2326805811,23268058110,232680581100
1053,"MULTIPOLYGON (((9.3 47.3833333333334,9.28949381510419 47.3839384290907,9.28489549424916 47.3873475816515,9.28272840711808 47.3922073364258,9.28689507378475 47.3978273179796,9.2881049262153 47.4188393486871,9.29185011121965 47.4238908555773,9.29800618489586 47.4256050957574,9.31032714843753 47.4368949042426,9.31575927734378 47.438407558865,9.31727159288197 47.4438393486871,9.32022840711808 47.4478273179796,9.32143825954864 47.4531204223633,9.3117126464844 47.4547717624241,9.30217285156253 47.4464384290907,9.29496900770402 47.445228237576,9.2798519558377 47.4592081705729,9.27856174045142 47.4771726820204,9.2756049262153 47.481160651313,9.27422824435767 47.4908467610677,9.26612616644968 47.4922717624241,9.26050618489586 47.4881050957574,9.23882887098527 47.4868949042427,9.2375 47.4916666666667,9.23333333333336 47.4916666666667,9.23368665907121 47.4940911187066,9.23714667426218 47.4975755479601,9.23785332573787 47.50587955051,9.23368665907121 47.5100755479601,9.23333333333336 47.5208333333334,9.23418409559464 47.5241490681966,9.23971048990888 47.525567287869,9.2450866699219 47.5297339545356,9.27721048990888 47.5285993787978,9.28112284342451 47.525567287869,9.2871039496528 47.5240322536893,9.29109937879777 47.5188771565755,9.29256625705298 47.5131612141927,9.30637715657555 47.5119327121311,9.31028951009117 47.5089006212023,9.32410040961374 47.5076721191407,9.32556728786895 47.5019561767578,9.32859937879777 47.4980438232422,9.33006625705298 47.4923278808594,9.3375 47.4916666666667,9.33971048990888 47.4910993787978,9.34362284342451 47.488067287869,9.35637715657555 47.4869327121311,9.36028951009117 47.4839006212023,9.36990017361114 47.4826309204102,9.38276604546444 47.4688771565756,9.38390062120228 47.4519561767578,9.38776448567711 47.4469704522027,9.38001742892798 47.44498240153,9.37859937879777 47.4394561767578,9.37556728786895 47.4355438232422,9.3744327121311 47.4311228434245,9.37140062120228 47.4272104899089,9.37083333333336 47.425,9.36840888129343 47.4246466742622,9.3628590901693 47.4191245185005,9.36214667426218 47.4149537828234,9.36631334092885 47.4107577853733,9.36666666666669 47.4083333333334,9.35174221462676 47.4079800075955,9.34791666666669 47.4041812472874,9.34409111870662 47.4079800075955,9.33162027994794 47.4086866590712,9.32742445203996 47.4045199924045,9.325 47.4041666666667,9.325 47.4,9.32403225368926 47.3962292141385,9.31887715657555 47.3922339545356,9.31445617675784 47.3910993787978,9.31054382324221 47.388067287869,9.30088738335506 47.3867914835612,9.3 47.3833333333334)))",2000495740,2001160350,2000023010,2000023010,1050.5,1050.5,87.9,354.7,0,0,3,34032,2,23,232,2326,23269,232690,2326904,23269040,232690404,2326904041,23269040410,232690404100
