,WKT,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,ENDO,COAST,ORDER,SORT,PFAF_1,PFAF_2,PFAF_3,PFAF_4,PFAF_5,PFAF_6,PFAF_7,PFAF_8,PFAF_9,PFAF_10,PFAF_11,PFAF_12
314,"MULTIPOLYGON (((7.97916666666668 49.4833333333334,7.97173292371963 49.4839945475261,7.97083333333335 49.4875,7.96424221462675 49.4878533257379,7.96075778537328 49.4913133409288,7.95416666666668 49.4916666666667,7.95381334092883 49.51492445204,7.95035332573786 49.5184088812934,7.95 49.525,7.95377078586156 49.5259677463108,7.95776604546443 49.5311228434245,7.95890062120227 49.5355438232422,7.96193271213109 49.5394561767578,7.96346774631078 49.5454374525282,7.96862284342449 49.5494327121311,7.97414906819663 49.5508509318034,7.9758995903863 49.5576721191407,7.98971048990887 49.5589006212023,7.99778951009116 49.5660993787978,8.00637715657554 49.5672339545356,8.01028951009116 49.5702660454644,8.01887715657554 49.5714006212023,8.02278951009116 49.5744327121311,8.03137715657554 49.575567287869,8.03528951009116 49.5785993787978,8.03971048990887 49.5797339545356,8.0436228434245 49.5827660454644,8.0480438232422 49.5839006212023,8.05195617675783 49.5869327121311,8.06666666666668 49.5875,8.0855438232422 49.588067287869,8.08945617675783 49.5910993787978,8.10221048990887 49.5922339545356,8.10758666992189 49.5964006212023,8.1105438232422 49.5952660454644,8.11445617675783 49.5922339545356,8.13554382324221 49.5910993787978,8.14052954779733 49.5872353447809,8.14255405002172 49.5951248168946,8.15221048990887 49.5964006212023,8.1561228434245 49.5994327121311,8.16471048990887 49.600567287869,8.1686228434245 49.6035993787978,8.17721048990887 49.6047339545356,8.18528951009116 49.6119327121311,8.20637715657554 49.613067287869,8.21028951009116 49.6160993787978,8.22304382324221 49.6172339545356,8.22695617675783 49.6202660454644,8.24387715657554 49.6214006212023,8.24925333658856 49.625567287869,8.25637715657554 49.6244327121311,8.26175333658856 49.6202660454644,8.26471048990887 49.6214006212023,8.27008666992189 49.625567287869,8.29804382324221 49.6244327121311,8.30342000325523 49.6202660454644,8.31887715657554 49.6214006212023,8.32278951009116 49.6244327121311,8.32916666666669 49.625,8.33992445203995 49.6246466742622,8.34340888129342 49.6211866590712,8.36909111870662 49.6204800075955,8.37257554796009 49.6170199924045,8.3875 49.6166666666667,8.39166666666669 49.6166666666667,8.39166666666669 49.6125,8.38810746934681 49.6115866767036,8.3875 49.5958333333334,8.38528951009116 49.5952660454644,8.38137715657554 49.5922339545356,8.35507829454212 49.5910524156359,8.35335574679906 49.5843400743273,8.34925333658856 49.5827660454644,8.34387715657554 49.5869327121311,8.32278951009116 49.588067287869,8.31471048990887 49.5952660454644,8.2762149386936 49.5964006212023,8.275 49.5916666666667,8.27278951009116 49.5922339545356,8.26887715657554 49.5952660454644,8.24925333658856 49.5964006212023,8.24387715657554 49.5922339545356,8.2383509318034 49.5908157348633,8.23664906819663 49.5841842651367,8.2311228434245 49.5827660454644,8.22721048990887 49.5797339545356,8.2061228434245 49.5785993787978,8.20221048990887 49.575567287869,8.1686228434245 49.5744327121311,8.16471048990887 49.5714006212023,8.1561228434245 49.5702660454644,8.1480438232422 49.563067287869,8.1436228434245 49.5619327121311,8.13137715657554 49.550567287869,8.12695617675783 49.5494327121311,8.11887715657554 49.5422339545356,8.11028951009116 49.5410993787978,8.10221048990887 49.5339006212023,8.09778951009116 49.5327660454644,8.09263441297745 49.5287707858616,8.09052954779733 49.5205686781142,8.0855438232422 49.5244327121311,8.08258666992189 49.525567287869,8.07721048990887 49.5214006212023,8.07425333658856 49.5202660454644,8.06887715657554 49.5244327121311,8.05758666992189 49.525567287869,8.05221048990887 49.5214006212023,8.04925333658856 49.5202660454644,8.04375 49.5245312160916,8.03958333333335 49.5213021172418,8.03541666666668 49.5245312160916,8.03137715657554 49.5214006212023,8.02695617675783 49.5202660454644,8.0230438232422 49.5172339545356,8.0186228434245 49.5160993787978,8.01251322428387 49.5110042995877,8.01620483398439 49.5062411838108,8.00775044759116 49.4967530992296,8.00416666666668 49.4958333333334,7.99257592095271 49.495209757487,7.99166666666668 49.4916666666667,7.98924221462675 49.4913133409288,7.98159111870661 49.4836866590712,7.97916666666668 49.4833333333334)))",2000438960,2000438240,2000023010,2000023010,602.8,602.8,151.6,151.6,0,0,2,33293,2,23,232,2326,23265,232650,2326500,23265007,232650070,2326500700,23265007002,232650070020
315,"MULTIPOLYGON (((8.41666666666669 49.5958333333334,8.4125 49.5958333333334,8.3875 49.5958333333334,8.38810746934681 49.6115866767036,8.39166666666669 49.6125,8.39166666666669 49.6166666666667,8.39409111870662 49.6170199924045,8.40174221462675 49.6246466742622,8.40659111870662 49.6253533257379,8.41424221462676 49.6329800075955,8.41909111870662 49.6336866590712,8.4232871161567 49.6378533257379,8.43162146674264 49.6371441311307,8.43714667426217 49.6315911187066,8.4375 49.6291666666667,8.43528951009116 49.6285993787978,8.43137715657554 49.625567287869,8.42695617675783 49.6244327121311,8.41785142686634 49.6163199530708,8.41609937879776 49.6117533365886,8.42026604546443 49.6063771565756,8.42140062120228 49.5970482720269,8.41666666666669 49.5958333333334)))",2000438970,2000438240,2000023010,2000023010,602.9,602.9,8.8,68519.2,0,0,1,33294,2,23,232,2326,23265,232650,2326500,23265007,232650070,2326500700,23265007003,232650070030
317,"MULTIPOLYGON (((8.3625 49.5375,8.3633509318034 49.5408157348633,8.37017211914064 49.542566257053,8.37149454752606 49.5574337429471,8.37721048990887 49.5589006212023,8.3811228434245 49.5619327121311,8.38971048990887 49.563067287869,8.39778951009117 49.5702660454644,8.40741390652129 49.5715376112196,8.4119327121311 49.5769561767578,8.41316121419273 49.5907670762804,8.41666666666669 49.5916666666667,8.41666666666669 49.5958333333334,8.42140062120228 49.5970482720269,8.42026604546443 49.6063771565756,8.41609937879776 49.6117533365886,8.41785142686634 49.6163199530708,8.42695617675783 49.6244327121311,8.43137715657554 49.625567287869,8.43528951009116 49.6285993787978,8.4375 49.6291666666667,8.438375515408 49.6205830891927,8.44551154242624 49.6256427341038,8.46590660942927 49.6242716471355,8.47019059922962 49.6188017103407,8.47163119845922 49.6093475341797,8.47846306694881 49.6072906494141,8.47916666666669 49.5958333333334,8.47287767198353 49.5964887830946,8.46746707492406 49.6002680460612,8.46594984266495 49.5760652330187,8.45931633843318 49.5740169949002,8.45735032823353 49.5676496717665,8.45204433865019 49.5660112169054,8.44795566134985 49.5631554497613,8.44371100531686 49.5618445502387,8.43962232801651 49.5589887830946,8.43537767198353 49.5576778835721,8.42295566134985 49.5464887830947,8.42083333333335 49.5458333333334,8.42083333333335 49.5416666666667,8.41666666666669 49.5416666666667,8.4158157348633 49.54498240153,8.4125 49.5458333333334,8.40918426513674 49.5466842651367,8.40719621446399 49.5544313218859,8.40221048990887 49.550567287869,8.39778951009117 49.5494327121311,8.39387715657554 49.5464006212023,8.38945617675783 49.5452660454644,8.38554382324221 49.5422339545356,8.3811228434245 49.5410993787978,8.37721048990887 49.538067287869,8.3625 49.5375)))",2000439410,2000438970,2000023010,2000023010,606.0,606.0,35.5,68139.8,0,0,1,33296,2,23,232,2326,23265,232650,2326500,23265009,232650090,2326500901,23265009010,232650090100
325,"MULTIPOLYGON (((8.44166666666669 49.5083333333334,8.4375 49.5083333333334,8.43507554796009 49.5079800075955,8.43159111870662 49.5045199924045,8.42745378282337 49.5038133409289,8.42325778537328 49.5079800075955,8.42083333333335 49.5083333333334,8.4204800075955 49.5315911187066,8.41701999240453 49.5350755479601,8.41666666666669 49.5416666666667,8.42083333333335 49.5416666666667,8.42083333333335 49.5458333333334,8.42295566134985 49.5464887830947,8.43537767198353 49.5576778835721,8.43962232801651 49.5589887830946,8.44371100531686 49.5618445502387,8.44795566134985 49.5631554497613,8.45204433865019 49.5660112169054,8.45735032823353 49.5676496717665,8.45931633843318 49.5740169949002,8.46594984266495 49.5760652330187,8.46746707492406 49.6002680460612,8.47287767198353 49.5964887830946,8.47916666666669 49.5958333333334,8.48159111870662 49.5954800075955,8.48507554796009 49.5920199924045,8.50659111870662 49.5913133409288,8.51424221462676 49.5836866590712,8.53333333333335 49.5833333333334,8.54089525010853 49.5825619167752,8.54166666666669 49.575,8.53751525878908 49.5737501356337,8.54102393256295 49.5688017103407,8.54230940077042 49.5663448757596,8.53814273410375 49.5604683770074,8.53685726589629 49.5561982896593,8.52976515028214 49.5479166666667,8.53685726589629 49.5396350436741,8.53814273410375 49.535364956326,8.54102393256295 49.5313017103407,8.54230940077042 49.5270316229927,8.54608357747398 49.5217088487413,8.53119828965931 49.5201905992296,8.52713504367406 49.5173094007704,8.51869828965931 49.516023932563,8.5104683770074 49.5089760674371,8.50513085259334 49.5073691474067,8.50320248074004 49.5009641859267,8.49786495632597 49.4993572658963,8.49380171034073 49.4964760674371,8.49134487575957 49.4951905992296,8.4854683770074 49.4993572658963,8.47703162299264 49.5006427341038,8.4729683770074 49.503523932563,8.46453162299264 49.5048094007704,8.45208468967016 49.516069369846,8.44380171034073 49.5089760674371,8.44166666666669 49.5083333333334)))",2000440440,2000439410,2000023010,2000023010,612.0,612.0,67.2,67877.8,0,0,1,33304,2,23,232,2326,23265,232650,2326500,23265009,232650090,2326500903,23265009030,232650090300
326,"MULTIPOLYGON (((8.12916666666668 49.4166666666667,8.14387715657554 49.4172339545356,8.14778951009116 49.4202660454644,8.1605438232422 49.4214006212023,8.16445617675783 49.4244327121311,8.16887715657554 49.425567287869,8.17403225368925 49.4295625474718,8.1758509318034 49.4366490681966,8.18137715657554 49.438067287869,8.18528951009116 49.4410993787978,8.26054382324221 49.4422339545356,8.26445617675783 49.4452660454644,8.28824666341148 49.4464006212023,8.2936228434245 49.4422339545356,8.3008500840929 49.4410993787978,8.30762905544707 49.4467527601454,8.30890062120227 49.4563771565755,8.31193271213109 49.4602895100912,8.31306728786894 49.4647104899089,8.31706254747181 49.4698655870226,8.32304382324221 49.4714006212023,8.3284623887804 49.4759194268121,8.32973395453561 49.4855438232422,8.33276604546443 49.4894561767578,8.33390062120228 49.5147104899089,8.33693271213109 49.5186228434245,8.3383509318034 49.5241490681966,8.34387715657554 49.525567287869,8.34903225368926 49.5295625474718,8.35056728786894 49.5355438232422,8.35359937879776 49.5394561767578,8.35416666666669 49.5416666666667,8.35659111870662 49.5413133409289,8.36007554796009 49.5378533257379,8.3625 49.5375,8.37721048990887 49.538067287869,8.3811228434245 49.5410993787978,8.38554382324221 49.5422339545356,8.38945617675783 49.5452660454644,8.39387715657554 49.5464006212023,8.39778951009117 49.5494327121311,8.40221048990887 49.550567287869,8.40719621446399 49.5544313218859,8.40918426513674 49.5466842651367,8.4125 49.5458333333334,8.4158157348633 49.54498240153,8.41666666666669 49.5416666666667,8.41701999240453 49.5350755479601,8.4204800075955 49.5315911187066,8.42083333333335 49.5083333333334,8.42007751464846 49.5007609049479,8.41464758978952 49.4964635213216,8.41035241021052 49.4952031453451,8.40631425645618 49.492296854655,8.39936981201174 49.4902589586046,8.4006301879883 49.4770190768772,8.40479685465497 49.4712295532227,8.40343254937068 49.4549446953668,8.39798092312285 49.4506301879883,8.39261203342016 49.4490546332466,8.39103647867841 49.4436857435439,8.38686981201174 49.4378962198894,8.3881301879883 49.4353524102105,8.39229685465497 49.429562886556,8.39069824218752 49.4210517035591,8.38372955322268 49.4160364786784,8.37285241021052 49.417296854655,8.36753251817493 49.421125623915,8.36616939968535 49.4077524820964,8.37146352132163 49.4003962198894,8.37020314534507 49.3936857435439,8.3381301879883 49.3604809231229,8.33686981201174 49.3561857435439,8.33396352132163 49.3521475897895,8.332123819987 49.34587826199,8.32714758978952 49.342296854655,8.29685855441625 49.340993754069,8.29583333333335 49.3375,8.2686228434245 49.338067287869,8.26471048990887 49.3410993787978,8.23528951009116 49.3422339545356,8.23137715657554 49.3452660454644,8.22278951009116 49.3464006212023,8.21887715657554 49.3494327121311,8.20195617675783 49.350567287869,8.19804382324221 49.3535993787978,8.18528951009116 49.3547339545356,8.18137715657554 49.3577660454644,8.17570851643882 49.3592207166884,8.17443271213109 49.3688771565756,8.17140062120227 49.3727895100912,8.16994594997832 49.3784581502279,8.16028951009116 49.3797339545356,8.15637715657554 49.3827660454644,8.15195617675783 49.3839006212023,8.13971048990887 49.3952660454644,8.13404184977215 49.3967207166884,8.13262481689455 49.4074459499783,8.1258509318034 49.4091842651368,8.125 49.4125,8.1258509318034 49.4158157348633,8.12916666666668 49.4166666666667)))",2000440430,2000439410,2000023010,2000023010,612.0,612.0,226.3,226.3,0,0,2,33305,2,23,232,2326,23265,232650,2326500,23265009,232650090,2326500902,23265009020,232650090200
338,"MULTIPOLYGON (((8.29583333333335 49.3375,8.29685855441625 49.340993754069,8.32714758978952 49.342296854655,8.332123819987 49.34587826199,8.33396352132163 49.3521475897895,8.33686981201174 49.3561857435439,8.3381301879883 49.3604809231229,8.37020314534507 49.3936857435439,8.37146352132163 49.4003962198894,8.36616939968535 49.4077524820964,8.36753251817493 49.421125623915,8.37285241021052 49.417296854655,8.38372955322268 49.4160364786784,8.39069824218752 49.4210517035591,8.39229685465497 49.429562886556,8.3881301879883 49.4353524102105,8.38686981201174 49.4378962198894,8.39103647867841 49.4436857435439,8.39261203342016 49.4490546332466,8.39798092312285 49.4506301879883,8.40343254937068 49.4549446953668,8.40479685465497 49.4712295532227,8.4006301879883 49.4770190768772,8.39936981201174 49.4902589586046,8.40631425645618 49.492296854655,8.41035241021052 49.4952031453451,8.41464758978952 49.4964635213216,8.42007751464846 49.5007609049479,8.42083333333335 49.5083333333334,8.42325778537328 49.5079800075955,8.42745378282337 49.5038133409289,8.43159111870662 49.5045199924045,8.43507554796009 49.5079800075955,8.4375 49.5083333333334,8.44166666666669 49.5083333333334,8.44251759847007 49.5050175984701,8.44583333333335 49.5041666666667,8.44709676106773 49.5000754462348,8.45621100531686 49.492322116428,8.46045566134985 49.4910112169054,8.46454433865019 49.4881554497613,8.47295566134985 49.4868445502387,8.47704433865019 49.4839887830946,8.48260091145835 49.4822728474935,8.48408949110245 49.4632561577691,8.50212232801651 49.4618445502387,8.50621100531686 49.4589887830946,8.51462232801651 49.4576778835721,8.53121100531686 49.442322116428,8.53759121365019 49.4403518676758,8.5410112169054 49.4354556613499,8.54250929090714 49.4258426242405,8.55313093397355 49.4241873847114,8.55416666666669 49.4208333333334,8.55344950358075 49.4134862263998,8.54783986409507 49.4118823581272,8.54375 49.4088948567709,8.53796912299264 49.4131176418729,8.52700653076174 49.4118823581272,8.5229934692383 49.4089509752062,8.51867319742841 49.4077156914605,8.51466013590497 49.4047843085395,8.5048546685113 49.4033571031359,8.50416666666669 49.3916666666667,8.5 49.3916666666667,8.49757554796009 49.3913133409288,8.49202151828344 49.3857871161567,8.49166666666669 49.3791666666667,8.48945617675783 49.3785993787978,8.48554382324221 49.375567287869,8.47695617675783 49.3744327121311,8.47304382324221 49.3714006212023,8.4686228434245 49.3702660454644,8.46471048990887 49.3672339545356,8.46156277126738 49.3660993787978,8.45209214952259 49.3745381673177,8.44804382324221 49.3714006212023,8.43838738335505 49.3701248168946,8.4369327121311 49.3644561767578,8.4285837809245 49.355086432563,8.42168426513674 49.3533157348633,8.42083333333335 49.35,8.41424221462676 49.3496466742622,8.40659111870662 49.3420199924045,8.39340888129342 49.3413133409288,8.38992445203995 49.3378533257379,8.38090888129342 49.3371466742622,8.37535807291669 49.3316235012479,8.375 49.3291666666667,8.36445617675783 49.3297339545356,8.36040785047745 49.3328715006511,8.35221048990887 49.3255672878689,8.32204827202693 49.3244327121311,8.31992407904733 49.332709757487,8.29674258761938 49.3339569091797,8.29583333333335 49.3375)))",2000441280,2000440440,2000023010,2000023010,616.6,616.6,155.5,53864.9,0,0,1,33317,2,23,232,2326,23267,232670,2326701,23267011,232670110,2326701101,23267011010,232670110100
362,"MULTIPOLYGON (((8.50833333333335 49.3916666666667,8.50416666666669 49.3916666666667,8.5048546685113 49.4033571031359,8.51466013590497 49.4047843085395,8.51867319742841 49.4077156914605,8.5229934692383 49.4089509752062,8.52700653076174 49.4118823581272,8.53796912299264 49.4131176418729,8.54375 49.4088948567709,8.54783986409507 49.4118823581272,8.55344950358075 49.4134862263998,8.55416666666669 49.4208333333334,8.55659111870662 49.4204800075955,8.5607871161567 49.4163133409289,8.56909111870662 49.4170199924045,8.57291734483509 49.4208194308811,8.58090888129342 49.4128533257379,8.58333333333335 49.4125,8.58386281331382 49.4102517022027,8.58697052001955 49.406414964464,8.58825666639542 49.4009541829427,8.59790598551434 49.3920539008247,8.60191836886938 49.3953038533529,8.61474829779733 49.3963628133138,8.6198925442166 49.4005294799805,8.62423350016278 49.3990880330404,8.62575581868492 49.3926239013672,8.63941836886938 49.3796961466472,8.668914964464 49.3786371866862,8.67275170220271 49.3755294799805,8.71474829779733 49.3744705200196,8.71875 49.3712292141385,8.72275170220271 49.3744705200196,8.725 49.375,8.73137715657554 49.3744327121311,8.73528951009117 49.3714006212023,8.74100545247398 49.3699337429471,8.74166666666669 49.3625,8.74166666666669 49.3583333333334,8.7482854207357 49.3579784817166,8.75798000759551 49.3482577853733,8.75833333333335 49.3416666666667,8.75833333333335 49.3375,8.76054382324221 49.3369327121311,8.7686228434245 49.3297339545356,8.77832099066842 49.3284527248807,8.77936808268231 49.3237813313802,8.77473534478084 49.3178037855361,8.78137715657554 49.3160993787978,8.78945617675783 49.3089006212023,8.79517211914065 49.3074337429471,8.79583333333336 49.3,8.79645097520618 49.2978398640951,8.79938235812719 49.2938268025716,8.80073513454863 49.2799692789714,8.81170586480037 49.278372531467,8.81311764187285 49.2686731974284,8.81610514322919 49.2645833333334,8.81311764187285 49.2604934692383,8.81173180474178 49.2509716457791,8.80354902479386 49.2486321343316,8.80478430853952 49.2436731974284,8.81188235812719 49.2354934692383,8.81342637803822 49.2300930447049,8.81882680257164 49.2285490247939,8.82283986409507 49.2256176418729,8.8330022176107 49.2241385565864,8.83688235812719 49.2188268025716,8.83811764187285 49.2145065307617,8.84104902479386 49.2104934692383,8.84166666666669 49.2041666666667,8.84075741238066 49.2006235758464,8.82916666666669 49.2,8.82674221462676 49.1996466742622,8.82325778537329 49.1961866590712,8.81840888129343 49.1954800075955,8.81492445203995 49.1920199924045,8.81078711615671 49.1913133409289,8.80659111870662 49.1954800075955,8.80174221462676 49.1961866590712,8.79825778537329 49.1996466742622,8.77257554796009 49.2003533257379,8.76875 49.204152086046,8.76492445203995 49.2003533257379,8.76078711615671 49.1996466742622,8.75659111870662 49.2038133409288,8.75 49.2041666666667,8.75056728786894 49.2147104899089,8.75370161268448 49.2187545776367,8.74908057318796 49.2242957221137,8.73838738335506 49.2257085164388,8.73664906819664 49.23248240153,8.7311228434245 49.2339006212023,8.72721048990888 49.2369327121311,8.7186228434245 49.238067287869,8.70221048990888 49.2535993787978,8.69092000325523 49.2547339545356,8.68554382324221 49.250567287869,8.67695617675783 49.2494327121311,8.66887715657554 49.2422339545356,8.66592000325523 49.2410993787978,8.66054382324221 49.2452660454644,8.6561228434245 49.2464006212023,8.65061916775176 49.2509904649523,8.6494327121311 49.2730438232422,8.6365668402778 49.2867975870769,8.62588738335505 49.2882085164388,8.6244327121311 49.2938771565755,8.61723395453561 49.3019561767578,8.61598019070098 49.3114456176758,8.61175333658856 49.313067287869,8.60637715657554 49.3089006212023,8.59914991590714 49.3077660454644,8.59240332709421 49.3133924696181,8.59109937879776 49.3215799967448,8.59536827935115 49.3270879109701,8.59070688883466 49.3326773749458,8.57695617675783 49.3339006212023,8.57304382324221 49.3369327121311,8.5686228434245 49.338067287869,8.56471048990887 49.3410993787978,8.55899454752606 49.342566257053,8.55767211914064 49.3574337429471,8.55195617675783 49.3589006212023,8.54387715657554 49.3660993787978,8.54166666666669 49.3666666666667,8.54109937879776 49.3688771565756,8.5240190294054 49.3868459065756,8.50923292371964 49.3881612141927,8.50833333333335 49.3916666666667)))",2000444370,2000441280,2000023010,2000023010,635.2,635.2,248.8,249.0,0,0,2,33341,2,23,232,2326,23267,232670,2326701,23267011,232670110,2326701102,23267011020,232670110200
363,"MULTIPOLYGON (((8.49583333333335 49.3666666666667,8.49229024251304 49.3675759209527,8.49166666666669 49.3791666666667,8.49202151828344 49.3857871161567,8.49757554796009 49.3913133409288,8.5 49.3916666666667,8.50416666666669 49.3916666666667,8.50833333333335 49.3916666666667,8.50923292371964 49.3881612141927,8.5240190294054 49.3868459065756,8.54109937879776 49.3688771565756,8.54166666666669 49.3666666666667,8.53924221462676 49.3663133409288,8.53541666666669 49.3625145806207,8.53159111870662 49.3663133409288,8.52257554796009 49.3670199924045,8.51909111870662 49.3704800075955,8.50661892361113 49.3711866590712,8.50035807291669 49.3649568345812,8.5 49.3625,8.49583333333335 49.3625,8.49583333333335 49.3666666666667)))",2000444450,2000441280,2000023010,2000023010,635.3,635.3,7.1,53460.4,0,0,1,33342,2,23,232,2326,23267,232670,2326701,23267011,232670110,2326701103,23267011030,232670110300
366,"MULTIPOLYGON (((8.6375 49.2125,8.63507554796009 49.2128533257379,8.62708401150176 49.2208194308811,8.62325778537329 49.2170199924045,8.61424221462676 49.2163133409288,8.61075778537328 49.2128533257379,8.59583333333335 49.2125,8.59522823757598 49.2188393486871,8.5881050957574 49.2269939846463,8.58689490424264 49.2299541897244,8.59630415174698 49.2407255384657,8.5950400458442 49.2492804633247,8.58116065131295 49.2506050957574,8.56770629882815 49.2629331800673,8.56571621365019 49.2700798882379,8.55616065131295 49.2714384290907,8.53967268202042 49.2868949042427,8.53532731797962 49.2881050957574,8.53133934868709 49.2910615709093,8.52590755886504 49.2925742255317,8.524092441135 49.299092441135,8.51736992730037 49.3009643554688,8.51606157090931 49.3146726820204,8.50893842909073 49.3228273179796,8.50833333333335 49.325,8.5086866590712 49.33992445204,8.51248609754776 49.3437506781684,8.50451999240453 49.3517422146268,8.50381334092884 49.3565911187066,8.50035332573787 49.3600755479601,8.5 49.3625,8.50035807291669 49.3649568345812,8.50661892361113 49.3711866590712,8.51909111870662 49.3704800075955,8.52257554796009 49.3670199924045,8.53159111870662 49.3663133409288,8.53541666666669 49.3625145806207,8.53924221462676 49.3663133409288,8.54166666666669 49.3666666666667,8.54387715657554 49.3660993787978,8.55195617675783 49.3589006212023,8.55767211914064 49.3574337429471,8.55899454752606 49.342566257053,8.56471048990887 49.3410993787978,8.5686228434245 49.338067287869,8.57304382324221 49.3369327121311,8.57695617675783 49.3339006212023,8.59070688883466 49.3326773749458,8.59536827935115 49.3270879109701,8.59109937879776 49.3215799967448,8.59240332709421 49.3133924696181,8.59914991590714 49.3077660454644,8.60637715657554 49.3089006212023,8.61175333658856 49.313067287869,8.61598019070098 49.3114456176758,8.61723395453561 49.3019561767578,8.6244327121311 49.2938771565755,8.62588738335505 49.2882085164388,8.6365668402778 49.2867975870769,8.6494327121311 49.2730438232422,8.65061916775176 49.2509904649523,8.6561228434245 49.2464006212023,8.66054382324221 49.2452660454644,8.66592000325523 49.2410993787978,8.66887715657554 49.2422339545356,8.67695617675783 49.2494327121311,8.68554382324221 49.250567287869,8.69092000325523 49.2547339545356,8.70221048990888 49.2535993787978,8.7186228434245 49.238067287869,8.72721048990888 49.2369327121311,8.7311228434245 49.2339006212023,8.73664906819664 49.23248240153,8.73838738335506 49.2257085164388,8.74908057318796 49.2242957221137,8.75370161268448 49.2187545776367,8.75056728786894 49.2147104899089,8.75 49.2041666666667,8.74340888129342 49.2038133409288,8.73992445203995 49.2003533257379,8.73162044949004 49.1996466742622,8.72708333333335 49.204152086046,8.72325778537328 49.2003533257379,8.70590888129342 49.1996466742622,8.70242445203995 49.1961866590712,8.68995378282337 49.1954800075955,8.68575778537329 49.1996466742622,8.68162044949004 49.2003533257379,8.67708265516495 49.1958472357856,8.66909111870662 49.2038133409288,8.66424221462676 49.2045199924045,8.66041666666669 49.2083187527127,8.65625 49.2041812472874,8.65242445203995 49.2079800075955,8.6375 49.2083333333334,8.6375 49.2125)))",2000445040,2000444450,2000023010,2000023010,638.6,638.6,124.6,382.2,0,0,2,33345,2,23,232,2326,23267,232670,2326701,23267011,232670110,2326701104,23267011041,232670110410
367,"MULTIPOLYGON (((8.49583333333335 49.3625,8.5 49.3625,8.50035332573787 49.3600755479601,8.50381334092884 49.3565911187066,8.50451999240453 49.3517422146268,8.51248609754776 49.3437506781684,8.5086866590712 49.33992445204,8.50833333333335 49.325,8.48924221462676 49.3246466742622,8.48575778537328 49.3211866590712,8.48162044949004 49.3204800075955,8.47742445203995 49.3246466742622,8.4732871161567 49.3253533257379,8.46909111870662 49.3211866590712,8.46007554796009 49.3204800075955,8.45659111870662 49.3170199924045,8.45416666666669 49.3166666666667,8.45416666666669 49.3125,8.45 49.3125,8.45 49.3166666666667,8.45 49.3208333333334,8.44583333333335 49.3208333333334,8.44514533148874 49.3325237698025,8.43430497911243 49.3341015285916,8.43271569146052 49.339660135905,8.4247033013238 49.3488935682509,8.42083333333335 49.35,8.42168426513674 49.3533157348633,8.4285837809245 49.355086432563,8.4369327121311 49.3644561767578,8.43838738335505 49.3701248168946,8.44804382324221 49.3714006212023,8.45209214952259 49.3745381673177,8.46156277126738 49.3660993787978,8.46471048990887 49.3672339545356,8.4686228434245 49.3702660454644,8.47304382324221 49.3714006212023,8.47695617675783 49.3744327121311,8.48554382324221 49.375567287869,8.48945617675783 49.3785993787978,8.49166666666669 49.3791666666667,8.49229024251304 49.3675759209527,8.49583333333335 49.3666666666667,8.49583333333335 49.3625)))",2000445090,2000444450,2000023010,2000023010,638.8,638.8,28.4,53071.1,0,0,1,33346,2,23,232,2326,23267,232670,2326701,23267011,232670110,2326701105,23267011050,232670110500
